అంతరించిపోతున్న	atharinchipothunna	1
అంతరించిపోతున్నాయి	antarinchipothunnaayi	1
అంతరించిపోతున్నాయి	antarinchipothunnayi	1
అంతరించిపోతున్నాయి	antharinchipothunnaayi	1
అంతరించిపోతున్నాయి	antharinchipothunnayi	1
అంతరించిపోతున్నాయి	antharinchipotunnai	1
అంతరించిపోతున్నాయి	anthrarinchipothunnayi	1
అంతరించే	antarinche	1
అంతరించే	antharinche	2
అంతరిక్ష	amtariksha	1
అంతరిక్ష	anthariksha	2
అంతరిక్షంలో	antarikshamlo	1
అంతరిక్షంలో	antarikshamloo	1
అంతరిక్షంలో	antharikshamlo	1
అంతరిక్షంలో	antharikshamloo	1
అంతర్గత	amtargata	1
అంతర్గత	antargata	1
అంతర్గత	anthargatha	1
అంతర్గతంగా	amtargatamgaa	1
అంతర్గతంగా	antargathamgaa	1
అంతర్గతంగా	anthargathangaa	1
అంతర్జాతీయ	amtarjaatiiya	1
అంతర్జాతీయ	antarjatiya	1
అంతర్జాతీయ	antharjaatheeya	1
అంతర్జాతీయంగా	amtarjaatiiyamgaa	1
అంతర్జాతీయంగా	antarjaateeyangaa	1
అంతర్జాతీయంగా	antharjaatiyangaa	1
అంతర్జాల	amtarjaala	1
అంతర్జాల	anthajraala	1
అంతర్జాల	antharjala	1
అంతర్జాలంలో	antarjalamlo	2
అంతర్జాలంలో	antharjalamlo	1
అంతర్భాగం	antarbhaagam	1
అంతర్భాగం	antarbhagam	1
అంతర్భాగం	antharbhagam	1
అంతర్భాగంలో	antarbhaagamlo	1
అంతర్భాగంలో	antarbhaagamloo	1
అంతర్భాగంలో	antharbhaagamlo	2
అంతర్ముఖం	amtarmukham	1
అంతర్ముఖం	anthakmukham	1
అంతర్ముఖం	antharmkham	1
అంతర్యుద్ధం	amtaryuddham	1
అంతర్యుద్ధం	anataryuddham	1
అంతర్యుద్ధం	antaryuddham	1
అంతర్లీన	amtarliina	1
అంతర్లీన	antharlena	1
అంతర్లీన	antharliina	1
అంతవరకు	amtavaraku	1
అంతవరకు	anthavaraku	2
అంతస్తు	amtastu	1
అంతస్తు	antastu	1
అంతస్తు	anthastu	1
అంతస్తుల	antastula	1
అంతస్తుల	anthasthula	1
అంతస్తుల	anthastula	1
అంతస్తులు	antastulu	1
అంతస్తులు	anthasthulu	1
అంతస్తులు	anthastulu	1
అంతస్తులో	antastulo	2
అంతస్తులో	anthasthullo	1
అంతస్తులో	anthasthulo	1
అంతస్థుల	antansdhula	1
అంతస్థుల	antasthula	1
అంతస్థుల	anthasthula	1
అంతా	amtaa	1
అంతా	anta	1
అంతా	antaa	1
అంతిమ	amtima	1
అంతిమ	anthima	2
అంతిమంగా	anthimamgaa	1
అంతిమంగా	anthimangaa	1
అంతిమంగా	antimamga	1
అంతుచిక్కని	anthuchikkani	2
అంతుచిక్కని	antuchikkani	1
అంతుపట్టని	amtupattani	1
అంతుపట్టని	anthupattani	2
అంతులేని	amtulaeni	1
అంతులేని	anthuleeni	1
అంతులేని	anthuleyni	1
అంతె	amte	1
అంతె	antee	1
అంతె	anthe	1
అంతే	ante	2
అంతే	anthae	1
అంతేకాక	anteykaaka	1
అంతేకాక	anthekaaka	1
అంతేకాక	anthekaka	1
అంతేకాకుండా	antekakunda	2
అంతేకాకుండా	antekakundaa	1
అంతేకాకుండా	anthaekaakundaa	1
అంతేకాదు	antekaadu	1
అంతేకాదు	anthaekaadhu	1
అంతేకాదు	anthekaadhu	1
అంతేగాక	antheegaaka	2
అంతేగాక	anthegaaka	1
అంత్య	anthya	2
అంత్య	antya	2
అంత్యక్రియలకు	anthyakriyalaku	2
అంత్యక్రియలకు	antyakriyalaku	2
అంత్యక్రియలు	anthyakriyalu	3
అందం	andam	3
అందంగా	andamga	2
అందంగా	andngaa	1
అందజేయడం	amdajaeyadam	1
అందజేయడం	andajaeyadam	1
అందజేయడం	andajeyadam	1
అందజేయాల్సి	amdajaeyaalsi	1
అందజేయాల్సి	andajeyaalsi	1
అందజేయాల్సి	andajeyalsi	1
అందజేశాయి	andajesaai	1
అందజేశాయి	andajesaayi	1
అందజేశాయి	andhajesaayi	1
అందజేశాయి	andhajesayi	1
అందజేశాయి	andhajeshaayi	1
అందజేశాయి	andhajeshayi	1
అందజేశారు	amdajaesaaru	1
అందజేశారు	andajesaaru	1
అందజేశారు	andajesaru	1
అందజేసి	amdajaesi	1
అందజేసి	andajeesi	1
అందజేసి	andajesi	1
అందజేసింది	andajesindi	2
అందజేసింది	madajaesimdi	1
అందజేస్తాయి	andajestayi	1
అందజేస్తాయి	andajesthayi	1
అందజేస్తాయి	andhajeestaayi	1
అందజేస్తారు	andajeestaaru	1
అందజేస్తారు	andhajeesthaaru	1
అందజేస్తారు	andhajesthaaru	1
అందజేస్తుంది	andajeesthundi	1
అందజేస్తుంది	andajeestundi	1
అందజేస్తుంది	andajesthundi	1
అందని	andani	1
అందని	andhani	2
అందనుంది	andanundi	2
అందనుంది	andhanundhi	1
అందమంతా	andamantaa	1
అందమంతా	andamanthaa	2
అందమంతా	andhamanthaa	1
అందమైన	andamaina	2
అందమైన	andamina	1
అందరకూ	amdarakuu	1
అందరకూ	andarakoo	1
అందరకూ	andharakuu	1
అందరి	andari	3
అందరికంటే	andarikantae	2
అందరికంటే	andharikantae	1
అందరికంటే	andharikante	1
అందరికన్నా	andarikannaa	2
అందరికన్నా	andharikannaa	2
అందరికి	andariki	3
అందరికి	andhariki	1
అందరిచేత	amdharicheetha	1
అందరిచేత	andaricheta	1
అందరిచేత	andharicheyta	1
అందరితో	andaritho	1
అందరితో	andaritoo	1
అందరితో	andharithoo	1
అందరిని	andarini	2
అందరిని	andharini	1
అందరినీ	andarinee	2
అందరినీ	andharinii	1
అందరివాడు	andarivaadu	1
అందరివాడు	andarivadu	1
అందరివాడు	andharivaadu	1
అందరు	andaru	2
అందరు	andharu	2
అందరూ	andaroo	1
అందరూ	andharoo	1
అందరూ	andharuu	1
అందర్నీ	andarnee	1
అందర్నీ	andarni	1
అందర్నీ	andharnee	1
అందవికారంగా	andavikaaramgaa	1
అందవికారంగా	andavikaaranga	1
అందవికారంగా	andavikaarangaa	2
అందవికారంగా	andavikaramga	1
అందానికి	amdaaniki	1
అందానికి	andaaniki	1
అందానికి	andhaaniki	1
అందాన్ని	andaanni	2
అందాన్ని	andhaanni	1
అందాయి	andaayi	2
అందాయి	andhaayi	1
అందాల	amdaala	1
అందాల	andaala	1
అందాల	andhaala	1
అందాలు	amdaalu	1
అందాలు	andaalu	1
అందాలు	andhaalu	1
అంది	andi	3
అందించ	andhincha	1
అందించ	andicha	1
అందించ	andincha	2
అందించగల	andhinchagala	1
అందించగల	andinchagala	3
అందించగా	andhinchagaa	1
అందించగా	andinchagaa	3
అందించటం	amdimchatam	1
అందించటం	andincatam	1
అందించటం	andinchatam	1
అందించటానికి	andinchataaniki	1
అందించటానికి	andinchataniki	2
అందించడం	andhichadam	1
అందించడం	andhinchadam	2
అందించడంతో	amdimchadamtho	1
అందించడంతో	andhinchadamthoo	1
అందించడంతో	andinchadamtoo	1
అందించడానికి	amdimchadaaniki	1
అందించడానికి	andhinchadaaniki	1
అందించడానికి	andinchadaniki	1
అందించనున్నారు	andhinchanunnaaru	1
అందించనున్నారు	andinchanunnaaru	1
అందించనున్నారు	andinchanunnaru	1
అందించబడతాయి	andhinchabadathaayi	1
అందించబడతాయి	andinchabadataayi	1
అందించబడతాయి	andinchabadatayi	1
అందించబడతాయి	andinchabadathaayi	1
అందించబడిన	andhinchabadina	1
అందించబడిన	andimchabadina	1
అందించబడిన	andinchabadina	1
అందించబడుతుంది	andincabadutundi	1
అందించబడుతుంది	andinchabadutundi	2
అందించాడు	amdimchaadu	1
అందించాడు	andinchaadu	2
అందించాయి	andinchaayi	2
అందించాయి	andinchayi	1
అందించారు	andichaaru	1
అందించారు	andinchaaru	1
అందించారు	andincharu	1
అందించాలని	amdimchaalani	1
అందించాలని	andinchaalani	2
అందించాలి	andinchaali	2
అందించాలి	andinchali	1
అందించి	andimchi	1
అందించి	andinchi	3
అందించింది	amdimchindi	1
అందించింది	andinchindi	3
అందించిన	amdimchina	1
అందించిన	andinchina	2
అందించినందుకు	amdimchinamduku	1
అందించినందుకు	andinchinaduku	1
అందించినందుకు	andinchinanduku	1
అందించుట	andimchuta	1
అందించుట	andinchuta	3
అందించే	amdinche	1
అందించే	andhinchay	1
అందించే	andinche	2
అందించేందుకు	amdimchaemduku	1
అందించేందుకు	andhichayndhuku	1
అందించేందుకు	andinchenduku	1
అందించేది	amdhimchedi	1
అందించేది	andhichaydhi	1
అందించేది	andhinchedi	1
అందించేది	andinchedi	1
అందించేవారు	amdimchaevaaru	1
అందించేవారు	andhinchayvaru	1
అందించేవారు	andhinchevaaru	1
అందింది	andhindhi	1
అందింది	andindi	2
అందిన	andhina	1
అందిన	andina	2
అందివ్వాలని	amdivvaalani	1
అందివ్వాలని	andhivvaalani	1
అందివ్వాలని	andivvaalani	1
అందిస్తాయి	amdistaayi	1
అందిస్తాయి	andhisthaayi	1
అందిస్తాయి	andistayi	1
అందిస్తారు	andhistaaru	1
అందిస్తారు	andhisthaaru	1
అందిస్తారు	andistaru	1
అందిస్తుంది	andistundi	3
అందిస్తున్న	andisthunna	1
అందిస్తున్న	andistunna	2
అందిస్తున్నట్టు	amdhisthunnattu	1
అందిస్తున్నట్టు	andhistunnattu	1
అందిస్తున్నట్టు	andistunnattu	1
అందిస్తున్నది	andhistunnadhi	1
అందిస్తున్నది	andistunnadi	2
అందిస్తున్నాయి	andhistunnaayi	1
అందిస్తున్నాయి	andistunnayi	2
అందిస్తున్నారు	andhisthunnaaru	1
అందిస్తున్నారు	andhistunnaru	1
అందిస్తున్నారు	andistunnaru	1
అందిస్తూ	andhisthuu	1
అందిస్తూ	andistu	1
అందిస్తూ	andistuu	1
అందిస్తోంది	amdisthomdi	1
అందిస్తోంది	amdistomdi	1
అందిస్తోంది	andisthondi	1
అందిస్తోంది	andistondi	2
అందిస్తోంది	andistoondi	1
అందు	andhu	2
అందు	andu	1
అందుకని	anduakni	1
అందుకని	andukani	2
అందుకనే	andhukane	2
అందుకనే	andhukanee	1
అందుకు	andhuku	2
అందుకు	anduku	1
అందుకుంటూ	andhukuntoo	1
అందుకుంటూ	andukunru	1
అందుకుంటూ	andukuntoo	1
అందుకుంటూ	andukuntuu	1
అందుకుంది	amdukumdi	1
అందుకుంది	andhukundhi	1
అందుకుంది	andukundi	1
అందుకుని	amdukuni	1
అందుకుని	andhukuni	1
అందుకుని	andukuni	1
అందుకున్న	amdukunna	1
అందుకున్న	andhukunna	1
అందుకున్న	andukunna	1
అందుకున్నది	amdukunnadi	1
అందుకున్నది	andhukunnadhi	1
అందుకున్నది	andukunnadi	1
అందుకున్నాడు	andhukunnaadu	1
అందుకున్నాడు	andukunnaadu	2
అందుకున్నాయి	andhukunnaayi	1
అందుకున్నాయి	andukunnaayi	1
అందుకున్నాయి	andukunnayi	1
అందుకున్నారు	andukunnaaru	1
అందుకున్నారు	andukunnaru	2
అందుకే	anduke	3
అందుకోవడానికి	amdukoovadaaniki	1
అందుకోవడానికి	andhukovadaaniki	1
అందుకోవడానికి	andukoovadaaniki	1
అందుకోసం	andukosam	3
అందుకోసమే	andhikoosamay	1
అందుకోసమే	andukosame	2
అందుచే	andhuche	1
అందుచే	anduchae	1
అందుచే	anduche	1
అందుచేత	anduchaeta	1
అందుచేత	anducheta	2
అందుచేతనే	andhucheytanay	1
అందుచేతనే	anduchetane	2
అందుతాయి	andutaayi	2
అందుతాయి	andutayi	1
అందుతాయి	anduthaayi	1
అందుతుంది	amduthumdi	1
అందుతుంది	anduthundi	1
అందుతుంది	andutundi	2
అందునుండి	amdunumdi	1
అందునుండి	andunundi	2
అందుబాటు	andhubaatu	1
అందుబాటు	andubaatu	1
అందుబాటు	andubatu	2
అందుబాటులో	andhubaatuloo	1
అందుబాటులో	andubaatulo	1
అందుబాటులో	andubatulo	1
అందుబాటులో	andubhatulo	1
అందుబాటులోకి	andhubaatulooki	1
అందుబాటులోకి	andubaatuloki	1
అందుబాటులోకి	andubatuloki	1
అందులో	amduloe	1
అందులో	andhuloo	1
అందులో	andulo	1
అందులోని	amdhulooni	1
అందులోని	andhulooni	1
అందులోని	anduloni	1
అందులోనూ	andhulonoo	1
అందులోనూ	andulonoo	2
అందులోనూ	andulonu	1
అందులోనే	amdhuloonee	1
అందులోనే	andhuloone	1
అందులోనే	andulonae	1
అందువలన	amduvalana	1
అందువలన	anduvalana	2
అందువలనే	amdhuvalanee	1
అందువలనే	andhivalanae	1
అందువలనే	anduvalane	1
అందువల్ల	amdhuvalla	1
అందువల్ల	andhuvalla	1
అందువల్ల	anduvalla	1
అందువల్లనే	amduvallanae	1
అందువల్లనే	andhuvallane	1
అందువల్లనే	anduvallane	1
అందువల్లే	anduvallae	1
అందువల్లే	anduvalle	2
అందె	ande	2
అందె	andhe	1
అంధ	amdha	1
అంధ	andha	2
అంధకార	andhakaara	3
అంధకార	andhakara	1
అంపశయ్య	ampasayya	3
అంబ	amba	3
అంబర్	ambar	2
అంబర్	amber	4
అంబా	amba	1
అంబా	ambaa	3
అంబానీ	ambaani	1
అంబానీ	ambani	2
అంబులెన్స్	ambulance	3
అంబులెన్స్	ambulense	1
అంబేద్కర్	ambaedkar	1
అంబేద్కర్	ambedkar	2
అంశం	amsham	3
అంశంగా	amshamgaa	3
అంశంతో	amshamtho	2
అంశంతో	amshamthoo	1
అంశంపై	amsampai	1
అంశంపై	amshampai	2
అంశంలో	amsamloe	1
అంశంలో	amsamloo	1
అంశంలో	amshamlo	1
అంశతో	amsatoe	2
అంశతో	amsatoo	1
అంశానికి	aamsaaniki	1
అంశానికి	aamsaniki	1
అంశానికి	amsaniki	1
అంశాన్ని	amsaanni	1
అంశాన్ని	amshanni	1
అంశాన్ని	ansaanni	1
అంశాల	amsala	1
అంశాల	anshaala	1
అంశాల	anshala	1
అంశాలకు	amsalaku	3
అంశాలతో	amsaalato	1
అంశాలతో	amshaalatho	2
అంశాలని	amsaalani	1
అంశాలని	amshaalani	1
అంశాలని	amshalani	1
అంశాలను	amsaalanu	2
అంశాలను	amshaalanu	1
అంశాలనే	amsaalanae	2
అంశాలనే	anshaalane	1
అంశాలపై	amsaalapai	1
అంశాలపై	amshaalapai	2
అంశాలలో	amsaalaloe	1
అంశాలలో	amsaalaloo	1
అంశాలలో	amshaalalo	1
అంశాలు	amsaalu	1
అంశాలు	amshaalu	1
అంశాలు	ansaalu	1
అంశాలుగా	amsaalugaa	2
అంశాలుగా	amsaluga	1
అంశాలున్నాయి	amsaalunnaai	1
అంశాలున్నాయి	amsaalunnaayi	1
అంశాలున్నాయి	amsalunnayi	1
అంశాల్లో	amsaalloo	1
అంశాల్లో	amshaallo	1
అంశాల్లో	amshallo	1
అంశుమంతుడు	amshumanthudu	1
అంశుమంతుడు	amshumantudu	1
అంశుమంతుడు	amsumantudu	2
అకాడమి	academy	2
అకాడమి	akaadami	3
అకాడమీ	acaademy	1
అకాడమీ	academi	1
అకాడమీ	academu	1
అకాడమీ	academy	2
అకాడమీ	akaadamee	1
అకాడమీ	akaadami	1
అకాడమీ	akademy	1
అకాడమీలో	aakaadameelo	1
అకాడమీలో	akaadameeloo	1
అకాడమీలో	akaadamiiloo	1
అకాడెమి	academy	2
అకాడెమి	akaademi	1
అకాడెమి	akademi	1
అకారణంగా	akaaranamga	2
అకారణంగా	sakaranamga	1
అకారాది	aakaradi	1
అకారాది	akaaraadhi	1
అకారాది	akaaraadi	1
అకాల	akaala	1
అకాల	akala	2
అకుంఠిత	akunthita	1
అకుంఠిత	akuntitha	2
అకౌంటింగ్	accounting	4
అకౌంటింగ్	akaunting	2
అకౌంటింగ్	akounting	1
అకౌంటెంట్	accountant	3
అకౌంటెంట్	accouuntant	1
అకౌంటెంట్	akkountant	1
అకౌంటెంట్	akountent	2
అకౌంట్	account	1
అకౌంట్	accouunt	1
అకౌంట్	akkount	1
అక్క	akka	3
అక్కడ	akkada	3
అక్కడకి	akkadaki	3
అక్కడకు	akkadaku	3
అక్కడక్కడ	akkadakkada	3
అక్కడక్కడా	akkadakkada	1
అక్కడక్కడా	akkadakkadaa	2
అక్కడనుండి	akkadanundi	3
అక్కడనే	akkadane	3
అక్కడి	akkadi	3
అక్కడికి	akkadiki	3
అక్కడితో	akkaditho	1
అక్కడితో	akkaditoe	1
అక్కడితో	akkaditoo	1
అక్కడినుండి	akkadinundi	3
అక్కడున్న	akkadunna	3
అక్కడే	akkadae	1
అక్కడే	akkade	2
అక్కను	akkanu	3
అక్కన్న	akkanna	3
అక్కర	akkara	3
అక్కరలేదని	akkaraledani	3
అక్కర్లేదు	akkarlaedhu	1
అక్కర్లేదు	akkarledu	1
అక్కర్లేదు	akkrledu	1
అక్కిరాజు	akkiraaju	2
అక్కిరాజు	akkiraju	1
అక్టోబరు	aktoobaru	2
అక్టోబరు	octoberu	1
అక్టోబరులో	aktoebaruloe	1
అక్టోబరులో	aktoobaruloo	1
అక్టోబరులో	octoberuloo	1
అక్బరు	akbaru	3
అక్బర్	akbar	3
అక్రమరవాణా	akramaravaana	1
అక్రమరవాణా	akramaravaanaa	2
అక్వేరియంలో	akvaeriyamloe	1
అక్వేరియంలో	akwaeriyamloo	1
అక్వేరియంలో	aquariumloo	1
అక్షం	aksham	3
అక్షర	akshara	3
అక్షరం	aksharam	3
అక్షరంతో	aksharamthoo	1
అక్షరంతో	aksharamto	1
అక్షరంతో	aksharamtoe	1
అక్షరమాల	aksharamaala	1
అక్షరమాల	aksharamala	1
అక్షరమాల	akshramaala	1
అక్షరము	aksharamu	3
అక్షరానికి	aksharaaniki	2
అక్షరానికి	aksharaniki	1
అక్షరాన్ని	aksharaanni	3
అక్షరాల	aksharaala	3
అక్షరాలకు	aksharaalaku	3
అక్షరాలతో	aksharaalathoo	1
అక్షరాలతో	aksharaalatoe	1
అక్షరాలతో	aksharaalatoo	1
అక్షరాలా	aksaraalaa	1
అక్షరాలా	aksharaalaa	2
అక్షరాలు	aksaraalu	1
అక్షరాలు	aksharaalu	1
అక్షరాలు	aksharalu	1
అక్షరాలే	aksaraale	1
అక్షరాలే	aksharale	1
అక్షరాలే	aksharalea	1
అక్షరాస్యత	aksharaasyata	1
అక్షరాస్యత	aksharasyatha	2
అక్షరాస్యతను	aksaraasyatanu	1
అక్షరాస్యతను	aksharasyathanu	1
అక్షరాస్యతను	akshyarasyathanu	1
అక్షింతలు	akshintalu	1
అక్షింతలు	akshithalu	1
అక్షింతలు	aksintalu	1
అఖండ	akhanda	3
అఖిల	akhila	3
అఖిలభారత	akhilabhaarata	1
అఖిలభారత	akhilabharatha	2
అఖిలాంధ్ర	akhilaandhra	3
అఖిల్	akhil	3
అగత్యం	agathyam	2
అగత్యం	agatyam	1
అగరు	agaru	3
అగర్వాల్	agarwaal	1
అగర్వాల్	agarwal	2
అగస్టా	agastaa	2
అగస్టా	augusta	1
అగస్త్య	agasthya	1
అగస్త్య	agastya	3
అగస్త్యుడు	agasthyudu	1
అగస్త్యుడు	agastyudu	3
అగస్త్యుని	agasthyuni	1
అగస్త్యుని	agastyuni	3
అగు	agu	3
అగుటకు	agutaku	3
అగును	agunu	3
అగ్గి	aggi	3
అగ్గిపెట్టెలో	aggipetteloe	1
అగ్గిపెట్టెలో	aggipetteloo	1
అగ్గిపెట్టెలో	vuggipetteloo	1
అగ్నిదేవుడు	agnidaevudu	1
అగ్నిదేవుడు	agnidevudu	2
అగ్నిపర్వత	agniparvata	2
అగ్నిపర్వత	agniparvatha	1
అగ్నిపర్వతం	agniparvatam	2
అగ్నిపర్వతం	agniparvatham	1
అగ్నిప్రమాదంలో	agnipramaadamlo	1
అగ్నిప్రమాదంలో	agnipramaadhamlo	1
అగ్నిప్రమాదంలో	agnipramadamlo	2
అగ్నిప్రవేశం	agnipravaesam	1
అగ్నిప్రవేశం	agnipravesam	1
అగ్నిప్రవేశం	agnipravesham	1
అగ్నిమాపక	agnimaapaka	2
అగ్నిమాపక	agnimapaka	2
అగ్ర	agra	3
అగ్రగణ్యుడు	agraganyudu	3
అగ్రగామిగా	agragaamigaa	1
అగ్రగామిగా	agragamiga	2
అగ్రభాగాన	agrabhagaana	1
అగ్రభాగాన	agrabhagana	2
అగ్రరాజ్యాల	agraraajyaala	2
అగ్రరాజ్యాల	agrarajyala	2
అగ్రస్థానం	agrasdhaanam	2
అగ్రస్థానం	agrasthaanam	1
అగ్రస్థానంలో	agrasdhaanamloe	2
అగ్రస్థానంలో	agrasthaanamloo	1
